external_gene_name
Rnu6-856
Mir708
Klk14
LOC100361060
Zfp524
Or5g27
Or5b116b
Cpvl
Pdzk1
Wnt2b
Clec11a
Or51f2
Gtf2b
Or9q2
LOC120100209
LOC120100259
Mir125a
Tgap1
Hyal6
LOC120100411
Spc25
LOC120100277
Or5b123b
Or5g27b
Mir202
Naaladl2
LOC120100450
LOC120100409
Or51h5
Tcf7l1
LOC685793
Fiz1
Gm17651
AABR07000544.1
LOC120100324
Foxb2
Mir3569
LOC120100368
LOC120100224
LOC102548695
Elf5
Or51t1
Myo7a
Nup98
Or5t7
Gars1
Mir194-2
LOC120100418
Ckm
LOC120100250
LOC100910657
LOC681006
Zbbx
Fkbp7
AABR07009634.1
RGD1562011
Mir3099
Or51a7b
Rnu6-806
LOC120100487
Cd2
Zfp579
MGC114499
LOC120100248
Fign
Lrrk1
AABR07009634.2
LOC120100460
Or10ag59b
Ndufv1
Mir6316
LOC120100354
LOC120100749
LOC120100284
Or10w1
Slc25a40
Gpr4
Neurod6
Rnu6-65
LOC108349838
Ndor1
Vom2r9
Prss23
LOC120100401
LOC120100236
Mir3597-3
Kif2a
LOC120100399
LOC108349187
Dph6
Or51a7
LOC120100750
LOC120100498
Plekha4
LOC120101448
Ggt7
LOC120100272
Tp53i11
Or10q12
LOC120100127
Kmt2c
Nkg7
Rnu6-630
Pgm2l1
Hspbp1
Met
LOC120100276
Mir3584
Or13a26c
AABR07011698.1
Phospho2
Or51g2
LOC102552287
Snora12
Tmem210
Or8u8
LOC120100357
LOC120100292
Sel1l2
Mir6315
LOC690862
Or5b12b
Rps23
LOC120100217
Frmd5
Rnu6-884
LOC120100110
AABR07004881.1
Mir107
LOC100302465
LOC120100244
Fpgt
Tspan18
Or5p68
Cldnd2
LOC120100355
Rnu6-588
Cdk6
Tpd52l1
AC103221.1
Or13a25
Or8k20
Mir344b-1
Ppp6r1
Chchd4
LOC120100268
Vom2r6
LOC120100344
LOC120100156
Ermard
Plekha3
Mark4
Or4f57
Stx3
Or13g1
Mir344b-2
Or51f1f
Snord100
LOC120100266
Akt2
Ccl28
LOC120100345
Or5b96
LOC120101961
Plppr5
Or5d35
Snora33
Pklr
LOC120100240
Rnu6-395
Mir344b-3
LOC120100420
Shank1
LOC120100783
Rnu6-1089
Chrdl2
AABR07025928.1
Galnt5
Or51l1
Crhr2
Zfp141
LOC120100245
Or5b24
LOC120100216
LOC120100247
Mat2a
Mir3102
Ldlrad3
Nrap
LOC120102134
Acss2
Rnu6-75
Or9m1b
LOC120100280
Mir211
Or13a26b
Or51p1
Ube3a
Or4f15
LOC120100492
Rnu6-107
Rnu6-894
Golga3-ps1
Or6f1
LOC120100391
Washc2c
Ufm1
Mir290
LOC120100402
Ermn
Tgm3
Hyal5
Y_RNA
Or5b100
Tars1
LOC120100241
LOC102548320
LOC120100161
Or52e2
Or14c44-ps1
LOC120102049
Or5d41
Rnu12-2
Evx2
LOC120100374
LOC120100479
Rnu6-249
Or5b104
LOC120100475
Rnu6-799
LOC120099104
LOC120100262
Golim4
Lilra5
LOC120102053
Or4f59
Or52s1b
LOC100365887
Rnu6-859
LOC120100175
Samd9
Rnu6-613
LOC120100378
LOC103691527
Npdc1
Gemin7
LOC120102079
Ranbp6
LOC120100184
LOC102556805
Or52s1
Or4c114
Tagap
LOC120100372
Ptov1
LOC120102131
LOC120100151
AC099360.1
LOC120100271
Apbh
LOC120100376
LOC120100468
AABR07006740.1
Tmem86b
LOC120102077
Arhgef17
Rnu6-525
Hddc2
Zzz3
Cfap276
LOC120100091
Or52e3
Sord
LOC120100387
Olr623
Zfp710
Wipf3
Zfp296
LOC120093077
Nat10
Scarna15
LOC120100330
LOC120100172
Dact2
Or5bb12
AABR07003173.1
Cpxm2
Tmco5b
Acadsb
Rnu6-946
LOC120102089
LOC120100257
LOC120100414
Ptpn5
Or4a66c
Or52e19
Dhx35
Fbxo17
Gpr152
LOC120100370
LOC120100361
C1h11orf42
LOC120100263
LOC120102015
Smad9
Vmn2r116l-ps24
LOC120100428
Tomm7
AABR07010787.1
LOC120100267
LOC120100474
Slc10a5
Lpcat1
Or4p20
Vom2r37
LOC120099108
LOC120102035
Or52ab2
LOC120100459
Or5an9
Or14a258
Chrm5
Sptssb
LOC120100422
Rnu6-959
Dnajc10
Znrf2
LOC120100377
LOC120102075
Lrfn1
LOC120100410
Or9i14
LOC102554278
LOC120100395
LOC120100397
Or4c123
Or52ab2b
Cyp51
LOC120102041
LOC120100126
LOC120100394
Vsig10l
Scd2
LOC120100194
LOC120101991
Atxn2l
Rsbn1
Cox6b1
Samd4b
Rnu6-317
Or10v9
LOC120100485
Ptprh
Zfand1
Rnu6-1001
Or4a15b
LOC120102092
Clp1
Or52ab4
LOC120100352
Rnu4-5
Rnu6-81
Ftl1-ps14
Mkrn2
Acoxl
Kiz
LOC120101994
Fhip1b
Wdr88
Znhit2
Vom2r3
Gss
Idh2
Evx1
LOC120100124
LOC120100481
LOC120100455
Rpl34
Or5ak25
LOC120101997
RGD1564696
Nkd2
Klk12
Rnu2-62
Ypel4
LOC120100405
Mctp1
Cyp2b3
Or52s20
Snora3
Lrriq3
Bub3
Syt5
LOC120102026
LOC120100182
Ajm1
LOC120100384
Aven
Snora23
LOC120102038
Fam120b
Or4p20b
LOC120100328
Or52s6
AC112350.1
Pgap2
Rnvu1-33
Btbd18
Or12j2b
LOC120100382
Katna1
LOC108348090
LOC120102003
Snora30
Klk11
Fabp1
Tmem167b
Rnu6-1168
Cavin3
LOC120100385
Rbm20
Or52d1
LOC120102128
Rnu1-140
LOC108349792
LOC102550011
Rnu1-18
Fyb1
Or4p22d
Erbin
Adamts16
Mctp2
LOC120100437
LOC120100222
LOC120102028
Gpr89b
Prkra
Klk13
Paqr6
RGD1559891
LOC102550325
RGD1562433
Myh7b
Ano1
LOC103693496
LOC120100458
LOC120100220
Trpm4
Aurkc
Sapcd2
Or4p22e
Jmy
Caprin1
LOC120099884
Rnu6-480
LOC120100185
Chchd5
Ptprz1
Avl9
RGD1563931
LOC120100413
Plppr4
Ubqlnl
Vom1r1
LOC120100404
Gna14
Zfp939
AABR07004733.2
LOC120102119
Olr673
LOC120100278
Ndufaf5
LOC120100451
Nanos1
Raf1
Ccdc141
LOC120102114
Eml2
Ak5
Rnu6-1195
RGD1563231
Sez6l2
Or52h1
Cst9l
LOC120100433
Or4c112b
Me3
Rnu6-897
Krtap5-8
LOC120100213
P2ry6
Zfp619
Hycc1
Rsph3
Rnu6-982
Paep
Rnu6-383
Usp29
Hspa12a
Hapln1
Itprip
LOC120100210
Or55b10
LOC103691539
LOC120100408
Olr551
Plpp6
LOC120102097
Impa1
Cdc42se1
LOC120100164
LOC100909833
Man1a2
Trpc4ap
LOC120100367
LOC100360848
LOC120100465
Vom2r4
LOC120101953
Slc12a7
LOC108348724
AABR07006025.2
LOC120100150
Snord35a
Or52h2
Vom1r88
LOC120100412
Or4c110
Il21
LOC120100339
Ryr3
LOC120102027
Gnat2
LOC120100203
Fam171b
LOC102546375
Nlrp2
Rnu6-891
Pdcd5
Nr1h2
Mrgprd
Henmt1
Foxd4
LOC102556390
LOC120100340
Or5p72
Acot12
Mettl9
Or5al5b
Rnu2-57
LOC120100223
LOC120102020
LOC102556157
Snord33
LOC120100882
Rhog
Rin2
LOC100912517
Frat1
Snord28b
Snord35b
Rnu6-826
LOC120102125
Atrn
RGD1559622
Otud7b
Lzts2
Snord27
LOC120100341
Adamtsl3
LOC120100358
Or5al1
LOC120100105
Sbk3
LOC108349532
Nr2f2
RGD1564319
Vmn2r116l-ps25
Rnu6-886
Igsf6
LOC120100003
LOC120100494
Snord30
F2r
Mrgprf
Etfb
Zbtb32
LOC120100431
LOC120101973
LOC120100232
LOC120100373
Rint1
LOC102548633
Or8u9
LOC120102116
Gucy2e
LOC120100477
Gpr37
Grk5
Inpp5a
LOC120100233
LOC120100364
S100z
Sbk2
Hmgb1-ps4
Dusp8
Or51v8
Erich3
LOC120102013
Irak2
Snord26
Dnajb6-ps10
LOC120100417
LOC120100146
LOC102549654
Kdelr1
LOC120101681
Akap9
LOC120102112
LOC120100227
LOC120100496
LOC108348067
Or52ae8b
Ssc5d
LOC102555217
LOC120100199
Ctnnbl1
Dll1
LOC120100486
Itprid1
Dpyd
LOC120100359
LOC120102067
Slc1a2
AABR07001942.1
Mrgprx2l
Med25
Or4x6
Lrrc70
LOC103690914
LOC120100200
Ltbp4
LOC120100111
AABR07007121.1
Or52a20
Ppp1r14b
LOC120100208
Crygn
Kcne3
LOC120100890
Vom1r-ps51
Eno4
Snord17
Fcna
Arrb1
LOC120100211
Itgav
LOC120100346
Zfp748-ps3
LOC120100158
Syngr4
LOC120100137
LOC120102008
Ell2
Or4b1d
Ncoa7
Ccs
Hps6
AC107531.1
LOC120100415
Andpro
AABR07060872.1
LOC120100447
LOC103691652
LOC120102073
AABR07001592.2
LOC120100434
Rnu6-651
Ccdc86
Or4a66
Csrp3
Vom2r30
Or51b4b
LOC120100445
C1H10orf95
LOC120102122
LOC120100457
LOC120100483
Ctss
LOC102556098
Phldb3
LOC120100195
LOC120100218
LOC108349671
LOC120102036
Tprn
LOC687097
Rnu6-1267
Or51b4
Rnaset2-ps1
LOC120100311
AABR07002066.2
LOC120100148
Or4a66b
Cep89
Lekr1
LOC120101977
LOC120100153
Emb
Avpi1
LOC120100493
LOC120100429
Plekha1
Mrgprb3
LOC120101260
Igsf23
LOC100359574
Bmal1
LOC120101972
Rnu6-105
LOC120100436
LOC120101289
Or51b17
Or4c107
LOC120100454
LOC100361052
RGD1560730
LOC120100461
Bcl2l11
AC097153.2
LOC252890
LOC120102120
Or5b124
Ssna1
LOC120100407
Vom1r74
Epn1
Rps12l2
Zfp131
Vom2r1
Or4f6b
Snora54
Rnu6-1256
Or51k2
LOC120100363
Abcc6
LOC120101274
Rnu11-3
Or4c116
Mrgprb2
Mir3085
AABR07013057.1
LOC120100441
LOC120102054
LOC120101144
LOC120100438
Lrrn1
Ppp1r1c
Pde4d
Isg20
Mir762
LOC120100289
Pcsk1
LOC120101949
Or52e4
LOC100912683
LOC120100398
Myod1
LOC102548076
LOC120101302
Vom1r75
Mtmr11
LOC100909964
Anapc2
Stard10
Or4a80
Mir291a
LOC120100406
Usp39
Slc27a5
RGD1561333
LOC120101395
LOC120100443
Fkbp2
Rnu6-722
AABR07060628.1
Or51q1d
Mir483
LOC120100113
Mllt11
Agap3
AABR07001348.1
Rnu1-24
LOC120100456
LOC120101934
Svip
LOC102555672
Or5w14
Ndufs6
Or9i13
Mir204
Ralgapb
LOC678817
LOC120101151
LOC120100349
LOC120100188
Snord56
Wdr47
Or51q1
LOC102550012
LOC120101359
Med10
Traf2
Cd53
LOC120100356
Mir293
LOC120100130
LOC120102118
LOC365238
Steap1
LOC120101213
Ankrd34b
LOC120099997
LOC691113
Il7
LOC102555033
Or5w13b
Zswim2
Or51q1e
Prrg2
Or14c39
LOC120100190
Mir146b
LOC120100140
LOC120101104
Ptpre
Ncaph
Ghsr
Rnu6-45
Mturn
U2af2
Pex11b
Ch25h
Polr3gl
Mir8
LOC120100484
Selenow
Rnu6-1205
LOC120101348
Ccdc179
Or5w13
Snord86
Or51i2
LOC120100131
Mir675
Mthfd1l
LOC120100392
Rnu6-985
Cst13
AABR07005031.3
Kcnn4
LOC120102129
AABR07005886.1
LOC120100142
Snora52
Mir292
Gjd2
Rnu6-572
Spn
Vps33b
Tp53inp2
AC121209.1
Or51a10
Or5w15
Spib
Snora51
Taf13
LOC120100134
Mir294
Rnu6-571
Cidec
Vom1r77
Dctn5
LOC120101129
Tmub1
Rab30
Snord57
Mir326
LOC120100168
LOC120100114
LOC120101346
RGD1563099
Ankrd34a
Or51a42
Or5i1
Snord110
LOC120100152
Vom1r78
Mir295-1
Tmem150a
Stoml3
Zfyve16
LOC120100219
LOC120101265
Zfp790
Dlat-ps1
Man1b1
Mir295-2
LOC120100179
LOC120101211
LOC120100221
Aen
Or5p5b
Or12e10
Kat14
Snora65
Pold1
LOC120100165
Mir139
Rnu6-446
AABR07002683.1
LOC120100117
Itpripl1
Mmp24
Pglyrp3
Inmt
Asrgl1
LOC691033
Tent4a
LOC120102022
Mir935
Rnu1-149
LOC120100177
Sf3b4
Or12e13b
Or5p5
Samd9l
Taf5l-ps1
Rnf181
Rnu6-899
LOC100271845
LOC120101160
LOC120100430
Cftr
Ccdc106
Car1
Tmem267
Il21r
Ret
LOC120100587
LOC679731
LOC120101285
LOC102548890
LOC120102047
Tmem239
Itprid2
Clrn1
Siglecl1
LOC120101396
Or5w8
Capn5
LOC120102104
Cst12
AABR07006049.1
Or52h7
Vamp5
LOC120101181
LOC108350566
LOC103691054
Dpp7
Vps13a
Rnu1-39
Chd2
Sub1
Phtf1
LOC120101383
Nupr1l1
Or5w19
LOC120102029
Fastk
LOC120101201
Or52ac1
Rpl23a-ps5
Nkx2-4
Adh7
Plekhg1
Myh14
Or5b107b-ps1
Eif6
RGD1561998
Maz
Rasgrp1
Fcgbp
Deaf1
LOC100912787
Rnu6-180
LOC120101995
Or13a19
Reg1a
Nop56
Lilrb3
Dact3
LOC120101276
Snora60
LOC686641
Or52n20
LOC120101171
Or12j2
Nupr1
LOC120101336
Smarca2
Snora71c
Uap1l1
Zfp420
LOC120101291
Or52n1b
Gvinp1
LOC120101987
Lix1l
Or5l14b
Adgrv1
Omp
AABR07004992.1
Snora71a
LOC120101227
Aldh3b2
Naa20
Ttc33
Or6d12b
Or52n4e
Cfap161
Zfp27
Stpg3
Or8w1b
Pole4
LOC120101314
Fcgbpl1
Snora71e
Sash1
Fbxo5
C2h3orf33
Nucb2
Zfp428
LOC120101228
Txnip
LOC502362
LOC120102052
Zfr
Or56b2k
Idh3b
LOC120101165
Rbbp6
Or5w22
LOC120102001
Tmem238
Mrpl17
Smapl-ps1
Eid2b
Fam166a
LOC120101210
Cd33
Or52n4d
Ptger4
Rnu6-524
Or6d13c
LOC120101337
LOC103690114
Crnkl1
LOC120102109
LOC120101125
Or4b1c
Hcn3
Rps19
Umod
Or52n1
LOC120102011
LOC120101116
Tmem190
Serpinh1
Ccdc170
Tubb4b
LOC120102019
Rnu6-173
Or4c109
Psg19
Sypl2
Or5p80-ps1
Fabp12
LOC120101309
Cct7-ps1
LOC120102024
Sh3glb1
Atp10a
Klk1c8
Or6d12c
Or2ag16
LOC120101292
Vps50
Gal3st3
Arhgap11a
Ptbp1-ps3
LOC120102004
RGD1564664
Bglap
LOC687082
Or5b105
Mavs
LOC120101158
LOC120102043
Nox4
Tmem150b
Or5p81
Ntng1
Krtap5-2
Zfp658
Ube2ql1
LOC102552565
Timm23-ps8
Or13n4b
Rnu6-841
LOC120101192
Btbd10
Epb41l1
Itga10
Nosip
Bag3
Clptm1
LOC108348276
LOC120102069
Or52n3
Slc4a2
LOC120101188
Naaladl1
AABR07054096.1
Rpl21
Or51af1
Iyd
Slc33a1
LOC120101135
LOC120102063
Or6d14
Osbpl6
Olr271-ps1
Snord123
LOC102556967
LOC120102095
AABR07007088.1
Il11
Fjx1
LOC120101303
Gpr176
Cd44
Rnf208
Axl
Rnf24
Or52n2e
LOC120101139
Apoc2
Sergef
Sftpb
LOC120100068
LOC120101264
LOC120099976
RGD1560017
Or2ag19b
Rnu6-767
Il4r
Skil
Or52n5-ps1
Gpr26
UST4r
Hyal4
LOC120101148
Sf3b2
Clptm1l
Foxa2
AABR07053065.1
Apoc4
Slc7a10
Atp6ap1l
LOC120101340
Or2ag16b
Or52l1b
Dok1
Zfand4
LOC120101312
Pth
Arl15
Sec11a
Or4c119-ps1
Klk1c12
Shld1
LOC120101122
Or52e18
Bmf
Dnah5
Ginm1
AABR07007744.2
LOC120101245
Slc34a3
Zfp74
Iqub
AABR07052692.1
Zg16
Slc25a5-ps9
LOC103691720
Apoc1
B4gat1
LOC120101133
Xpnpep1
Cdk5
Or52e8
Klk1
LOC120101268
Lysmd3
LOC108350427
Rnu2-7
Gnai3
LOC108348102
Folh1
Lrrd1
Chn2
Usp35
LOC120101205
Gmps
Or52e8b
Tph1
Brsk1
Adcy2
LOC120101206
LOC685069
Fibin
Ckap2l
Capg
Ube2e3
Cysrt1
Trim3
LOC120101253
Or52e7
Gstp3
Afdn
Clcc1
Rnu7-62
Or4k48b
Zfp14
Eif3c
LOC120101118
Or5p60d
Or2ag17b-ps1
Tmem250
Ndufa5
Synpo2
LOC108349685
LOC120101334
LOC100910848
Plcb2
Krit1
Or4f14e
Zfp819
Rasgef1a
Itpripl2
LOC120101387
Pdzd7
AABR07000159.4
Tmc3
Bpifb1
Cyp2s1
Kif22
LOC120101226
Asic3
Or4f60b
Reg3g
Zmynd19
Or5p78
Cacng3
Lrp11
Il1a
Apoe
Zfp82
Fen1
Or4f14
Zbtb2
Csgalnact2
Gngt1
LOC100911093
Klk1c3
Gpatch4
AABR07053402.1
Samd5
Svs5
Tmem143
Ush1c
Dph7
Or5p78c
Tmco5a
Fgfbp3
Or6d15
Plk2
Or4f52
Pak1
Zfp780b
Naxe
Tlr2
Or5p69b
Tmem80
Adgrl2
Wasl
Mrpl41
Tnik
Ampd1
LOC100363452
Sh2d6
Efcab12
Bpifa2
Zfp566
Or5p6
Pnliprp2
Plcb4
Or4f62
Or4f6
Syt12
Arfip2
AABR07005031.1
Emp3
Lrp3
AABR07004560.1
Nsun2
Gpsm2
Pde1a
Brms1
Ankib1
Marchf11
Cetn3
Or4f58
LOC691716
Otud7a
Sac3d1
Taf5
RGD1563285
Mbd4
Actc1
Cd1d1
Or5p6b
Or2ag18
Or4f60
Plekho1
St8sia2
Mogs
Fgf19
Or51ac3
Ceacam18
Ttc24
AABR07053509.1
Acta2
Sirpb2
Tomm40
Fam151b
Adgb
Mki67
Ccdc142
Pax4
AABR07004269.3
Bnc1
Otog
Atp5mk
Siglec8
LOC100363535
Sirpa
Srd5a1
Lilrb4
Siah2
LOC120101650
Mtmr10
Gvin1
Srpk2
Uqcc1
Pag1
Cfap58
Cars1
Mrgpre
Glrx
Tmc7
Eid1
Klk15
Zc3h15
Or52x1
LOC102557319
Fscn3
Shtn1
Wbp1
Acan
Knl1
Pnpla7
Amy1
Nps
AABR07053734.1
Gmfg
LOC120100814
Akap12
Tenm4
Htatip2
AABR07027267.1
Rassf10
Usp13
LOC120098769
Rhcg
Tmem174
Zfp260
Rnf180
Tigd3
LOC691427
B4galnt4
Prg3
Rgma
Ino80b
Klk1b3
Kif11
AC112866.1
Irgc
Pabpc4l
LOC120097335
Or56b6
Ift122
Rnpc3
Or5p69
Saal1
Raet1l
Or12j5
AC107446.3
Ing3
Utp15
Pgrmc2
Tmbim7
Bpifa1
Mcl1
Or56b6c
Reg3b
Or5p66
Hs3st2
Zfp382
Mphosph10
Ercc1
Calcrl
Pcdh18
Or52b3-ps1
Or5p4
Iglon5
Ust
Nadsyn1
Vom2r38
AC115202.1
Prrt4
Ccdc9b
Rps2-ps13
Bpifa5
LOC100911984
Slc7a12
Or52ae8
Fan1
Gatad1
Rps12l3
Zc3h12d
Zfp329
Vstm2b
Fbxo46
Xpo6
Slc4a11
Sephs2
Edrf1
Pdhx
Ntf4
Thbs4
Adra2b
Tnni3k
Fxr1
Zfp146
Ppil4
Or52b2
Scaf8
Prkaa1
Or6ae1
Asb15
L3mbtl1
LOC100365810
Mtln
Klhl25
Tuft1
Chgb
Rtn4rl2
Siglec5
AC093995.2
LOC120099907
Myrf
Blvrb
Nlrp4b
Wee1
Lcmt2
Cox7a1
Ocln
Hells
Peg10
Gcfc2
Pfpl
Cdin1
Lsm5
Fam174b
Spam1
Frzb
Klk1c4
Actr5
Or13a18c
Fam81b
Pdcd11
Rps3
AABR07053749.1
Ms4a3
Rbmxl2
Rag1
Kmt2e
Pak6
Vom2r29
Dnaaf9
Prg2
Polr2k-ps2
AABR07053716.1
Or5a21
Tmem171
Lmod2
Reg3a
Shprh
Apip
Prlr
Srsf6
Capns1
C1h19orf81
Ccdc87
Ervv-2
Or52e5b
Scgb2a1
AABR07002093.2
Polr1g
Tnrc6a
Rhobtb3
Uevld
Ankrd63
AABR07053884.1
Agbl1
Mrpl19
Fkbp9
Lrrc53
Or13a26
Sstr4
Gdap1l1
LOC108348146
Bola3
Calhm2
Napsa
Lhfpl2
Cgn
Qpctl
Pla2g4d
Rlbp1
Sertad3
Samd7
LOC100362296
Pcmt1
Or5an1b
Fam24b
Fah
Arsk
Fth1-ps5
Ralgapa2
Dedd2
Dagla
Lamtor5
Tyw3
Pex1
Slco3a1
Fchsd2
Armc1
Itpa
Insm1
Nup42
Carns1
Vom1r46
Fastkd3
AABR07053500.2
Snrnp70
Nt5c3a
Or5b116
Nup43
Prr12
Ldaf1
Or14c40
Cyp2t1
Thbd
Rad1
Nckap1
Ppp1r14d
Kcnc3
AABR07013654.1
C1qtnf3
Itch
Lamp5
Nsmce4a
Stambpl1
Nsmf
Vom2r31
Ostc
LOC690246
Cpn1
Agtr1b
Lats1
AABR07004891.1
Spint1
Atp1a3
AC080157.1
Vps45
F3
Foxs1
LOC120097345
Klhl7
Amacr
Lzts3
LOC100913013
Skic3
Sox12
Vps18
Egln2
C1h10orf88
Olr36
Mtrr
Zfand6
Zdhhc13
Hepacam2
Sfr1
Clca4l
LOC100362814
Raet1e
S1pr1
Slc2a2
Vom1r67
LOC690597
Nell1
Shank2
Atg7
Vom1r52
Kcmf1
Gzf1
Iqgap1
Dusp19
Ddrgk1
Clns1a
Vom1r53
Dynlrb1
Thbs1
Ccdc144b
Sct
Mtx3
Kcnq1
Lrrc4b
Trim46
Trim55
AC112531.1
Gm19426
Cryz
Postn
LOC100362054
AABR07059663.1
Zfp455l1
Pum3
Vom1r80
Lhb
Rab4b
Tcerg1l
Orc5
Atg16l2
Rplp2
Hmgcs2
Snrpd2
Vom2r33
Map1lc3a
Slc45a2
Vom1r81
Emcn
Zswim6
Slc24a3
Hspa12b
AABR07002622.1
Nup35
Adamtsl4
Vom1r79
Klk1c9
Snx7
RGD1566325
Eif4g1-ps1
Emc10
Ltv1
Tlx2
Chst15
Tbc1d10c
LOC103692025
Lhfpl6
Ifi44l
Vom1r76
Pigu
Atoh8
Cyp2c6_v1-ps2
Stim1
Fsip1
LOC678760
Cpa3
Reg4
Vom1r69
Hikeshi
Cpeb1
AABR07011744.1
Zfp526
LOC120102230
Lcn10
LOC100911848
Tnnt1
LOC102547287
Slc22a15
P22k15
Vom1r-ps69
Wdr73
Tacr1
Aspdh
Ankrd33b
Kmt5b
Foxo1
Orai3
Pxmp4
Stx11
Otp
Sec24b
Hsd17b14
RGD1311739
Or14a257d
Nanp
Tfpi
LOC102550446
Aqp11
LOC681385
LOC102549842
AABR07022046.1
Serp1
Gipr
Bet1
Trim21
Ppp1r16b
Mia
Tigd2
LOC102549291
C1h10orf143
Plaat3
Vgll4
Vom1r60
Rin1
Vom2r10
Klk10
Slc26a5
Ankrd55
Zfp748
Disp2
Or51r1
Tab2
Gpr88
Scrt2
Bcat2
Ggct
Snrpa
Eva1a
Sec22b
LOC120101775
Or52p2
Or8k53b-ps1
Gsk3a
AABR07012763.1
Ttc23
Rgmb
LOC103691261
Ssh3
Vom1r-ps74
Trmt6
Eif2a
Th
Tmem131l
Fbxo30
Actmap
Vom1r45
Cpb1
Nfs1
Cadps2
Timm10
LOC689220
Ruvbl2
LOC102551340
Zfp248
AC096201.1
Gprin3
LOC102556715
Olfr998
Cenph
Josd2
Pkp3
Trim33
Stxbp3
Mapk1ip1
Mrps11
Erf
Gpsm1
Car13
Mgmt
Crh
LOC103690174
Suclg1
Aqp1
Lce1e
Hras
Cic
Cryzl1-ps1
Zfp606
Zfp273l-ps1
Mcm8
Tamm41
Vom2r42
Tars2
Gpi
Trim68
Vom1r7
Neb
Il7r
Ppm1k
RGD1562196
Klk9
AABR07059215.1
Cd59
Plin1
Ldhal6b
Gbp7
Sgce
Vmn2r116l-ps36
Mkrn2os
C1h19orf18
Kbtbd2
Efemp2
Kndc1
Homer1
Sec23ip
Mga
M1ap
Izumo2
Ceacam6
Aqp10
LOC679574
Ifnl1
Dnlz
Lyve1
Tmem242
AABR07060694.1
Or51e1
Dynlt2
Fndc7
Pus7
Tcf7l2
Ctnnd1
Xrn2
Or51a39-ps1
Syt3
Mrpl46
Stambp
Arl14ep
Klk8
Crls1
Trpc4
Rgs10
Vom2r35
LOC120100815
LOC102552823
Rbm12
Pafah1b3
Prr19
Olr59
Card9
Klk7
Cers3
Rmnd1
Fbxo4
Lrrn4
Rictor
Adam8
Chka
Grwd1
Romo1
Riok2
Chmp3
Stxbp5
Eed
LOC100909998
Det1
Cstf3
Klk6
Eps8l3
Calcr
Trim6
Cyp2b21
Cenpb
Cpne1
Clca5
Zscan2
Grin2d
Slc5a11
Spaca6
Krtcap2
Snapc4
Tmem40
Intu
Armt1
Mesp1
Pced1a
Svs6
Garin5a
Zfhx4
Hnrnpl
Ttc14
Abcc8
Bsph2
Ptpn12
Or51f23b-ps1
Spef1
Meis2
Lypd3
Mpped2
Mesp2
Car11
Has1
Adcyap1r1
Vom1r56
Kif3b
Majin
Or51f5
Klk5
Ano9
Tnks1bp1
Ppm1j
Lix1
Tfpi2
Prpf38b
Dbp
Trim34
Nceh1
Prlhr
Or8k23
Bsph1
Wfdc5
Anpep
Shkbp1
Tmem154
Tcp11l1
Asb4
Kdm3a
Rfx5
Vcam1
Lcn5
Or8k24
Mybpc2
Ppp2r2d
Cdc25b
Tead1
